Timestamp,Signal
399.40,1932
399.60,1933
399.80,1932
400.00,1931
400.20,1931
400.40,1930
400.60,1933
400.80,1927
401.00,1929
401.20,1931
401.40,1927
401.60,1930
401.80,1928
402.00,1931
402.20,1931
402.40,1930
402.60,1933
402.80,1930
403.00,1927
403.20,1930
403.40,1932
403.60,1929
403.80,1933
404.00,1930
404.20,1926
404.40,1931
404.60,1931
404.80,1931
405.00,1927
405.20,1931
405.40,1930
405.60,1930
405.80,1930
406.00,1926
406.20,1931
406.40,1931
406.60,1927
406.80,1929
407.00,1930
407.20,1930
407.40,1927
407.60,1930
407.80,1931
408.00,1930
408.20,1934
408.40,1930
408.60,1930
408.80,1929
409.00,1932
409.20,1931
409.40,1930
409.60,1926
409.80,1929
410.00,1931
410.20,1930
410.40,1933
410.60,1927
410.80,1931
411.00,1930
411.20,1933
411.40,1930
411.60,1931
411.80,1929
412.00,1930
412.20,1930
412.40,1930
412.60,1930
412.80,1929
413.00,1931
413.20,1930
413.40,1930
413.60,1930
413.80,1929
414.00,1931
414.20,1931
414.40,1934
414.60,1932
414.80,1931
415.00,1930
415.20,1931
415.40,1932
415.60,1931
415.80,1931
416.00,1927
416.20,1929
416.40,1930
416.60,1930
416.80,1931
417.00,1930
417.20,1930
417.40,1930
417.60,1933
417.80,1929
418.00,1930
418.20,1930
418.40,1931
418.60,1933
418.80,1927
419.00,1930
419.20,1927
419.40,1931
419.60,1935
419.80,1930
420.00,1929
420.20,1927
420.40,1930
420.60,1931
420.80,1931
421.00,1930
421.20,1927
421.40,1933
421.60,1932
421.80,1930
422.00,1932
422.20,1930
422.40,1933
422.60,1930
422.80,1932
423.00,1932
423.20,1931
423.40,1930
423.60,1930
423.80,1931
424.00,1933
424.20,1931
424.40,1931
424.60,1927
424.80,1930
425.00,1932
425.20,1933
425.40,1932
425.60,1929
425.80,1931
426.00,1929
426.20,1933
426.40,1932
426.60,1931
426.80,1929
427.00,1930
427.20,1931
427.40,1934
427.60,1931
427.80,1927
428.00,1929
428.20,1986
428.40,1952
428.60,1911
428.80,1940
429.00,1909
429.20,1985
429.40,1923
429.60,1909
429.80,1909
430.00,1840
430.20,1911
430.40,1936
430.60,1927
430.80,2023
431.00,1937
431.20,1934
431.40,1942
431.60,1937
431.80,1972
432.00,1909
432.20,2047
432.40,1899
432.60,1936
432.80,2013
433.00,1952
433.20,1951
433.40,1929
433.60,1914
433.80,2022
434.00,1911
434.20,1953
434.40,1935
434.60,1933
434.80,2029
435.00,1952
435.20,2021
435.40,1913
435.60,1963
435.80,2062
436.00,1965
436.20,2081
436.40,1954
436.60,1807
436.80,1927
437.00,1914
437.20,1943
437.40,1910
437.60,2044
437.80,1953
438.00,1949
438.20,1918
438.40,1901
438.60,1863
438.80,1854
439.00,1859
439.20,1843
439.40,1848
439.60,1890
439.80,1916
440.00,1931
440.20,1936
440.40,1936
440.60,1936
440.80,1933
441.00,1935
441.20,1936
441.40,1936
441.60,1935
441.80,1935
442.00,1934
442.20,1934
442.40,1933
442.60,1935
442.80,1931
443.00,1933
443.20,1933
443.40,1927
443.60,1934
443.80,1933
444.00,1932
444.20,1929
444.40,1930
444.60,1931
444.80,1931
445.00,1934
445.20,1934
445.40,1933
445.60,1934
445.80,1931
446.00,1931
446.20,1929
446.40,1931
446.60,1931
446.80,1930
447.00,1931
447.20,1931
447.40,1932
447.60,1931
447.80,1930
448.00,1933
448.20,1930
448.40,1930
448.60,1930
448.80,1931
449.00,1930
449.20,1933
449.40,1931
449.60,1935
449.80,1930
450.00,1930
450.20,1929
450.40,1933
450.60,1934
450.80,1931
451.00,1929
451.20,1930
451.40,1931
451.60,1929
451.80,1933
452.00,1930
452.20,1931
452.40,1927
452.60,1927
452.80,1929
453.00,1933
453.20,1930
453.40,1930
453.60,1930
453.80,1933
454.00,1933
454.20,1931
454.40,1933
454.60,1930
454.80,1930
455.00,1931
455.20,1931
455.40,1933
455.60,1933
455.80,1929
456.00,1927
456.20,1931
456.40,1930
456.60,1932
456.80,1933
457.00,1930
457.20,1929
457.40,1929
457.60,1931
457.80,1935
458.00,1931
458.20,1930
458.40,1930
458.60,1930
458.80,1931
459.00,1931
459.20,1933
459.40,1931
459.60,1931
459.80,1933
460.00,1933
460.20,1931
460.40,1927
460.60,1928
460.80,1930
461.00,1933
461.20,1931
461.40,1933
461.60,1932
461.80,1929
462.00,1927
462.20,1933
462.40,1933
462.60,1933
462.80,1932
463.00,1930
463.20,1929
463.40,1930
463.60,1931
463.80,1931
464.00,1931
464.20,1929
464.40,1929
464.60,1932
464.80,1933
465.00,1931
465.20,1930
465.40,1927
465.60,1932
465.80,1931
466.00,1931
466.20,1930
466.40,1929
466.60,1937
466.80,1934
467.00,1964
467.20,1987
467.40,1968
467.60,1949
467.80,1924
468.00,1924
468.20,1918
468.40,1878
468.60,1873
468.80,1905
469.00,1914
469.20,1934
469.40,1904
469.60,1947
469.80,1819
470.00,1968
470.20,1982
470.40,1947
470.60,1967
470.80,1930
471.00,1914
471.20,1941
471.40,1911
471.60,1975
471.80,1977
472.00,1931
472.20,1961
472.40,1949
472.60,1941
472.80,1913
473.00,1987
473.20,1999
473.40,1949
473.60,1952
473.80,1959
474.00,1955
474.20,1929
474.40,1919
474.60,2059
474.80,1911
475.00,1968
475.20,1933
475.40,1931
475.60,1953
475.80,1959
476.00,1772
476.20,1913
476.40,1953
476.60,1935
476.80,1904
477.00,1885
477.20,1871
477.40,1850
477.60,1849
477.80,1835
478.00,1869
478.20,1904
478.40,1922
478.60,1930
478.80,1936
479.00,1937
479.20,1936
479.40,1936
479.60,1936
479.80,1936
480.00,1935
480.20,1936
480.40,1934
480.60,1933
480.80,1936
481.00,1934
481.20,1931
481.40,1933
481.60,1930
481.80,1930
482.00,1934
482.20,1931
482.40,1927
482.60,1932
482.80,1930
483.00,1931
483.20,1935
483.40,1931
483.60,1929
483.80,1934
484.00,1933
484.20,1931
484.40,1930
484.60,1932
484.80,1933
485.00,1931
485.20,1934
485.40,1931
485.60,1933
485.80,1933
486.00,1930
486.20,1927
486.40,1927
486.60,1931
486.80,1931
487.00,1933
487.20,1933
487.40,1933
487.60,1932
487.80,1927
488.00,1931
488.20,1927
488.40,1930
488.60,1933
488.80,1933
489.00,1933
489.20,1928
489.40,1929
489.60,1931
489.80,1933
490.00,1933
490.20,1933
490.40,1930
490.60,1931
490.80,1930
491.00,1929
491.20,1933
491.40,1933
491.60,1933
491.80,1931
492.00,1930
492.20,1930
492.40,1933
492.60,1929
492.80,1932
493.00,1933
493.20,1931
493.40,1930
493.60,1930
493.80,1933
494.00,1932
494.20,1931
494.40,1931
494.60,1927
494.80,1930
495.00,1931
495.20,1931
495.40,1931
495.60,1933
495.80,1927
496.00,1930
496.20,1933
496.40,1934
496.60,1931
496.80,1931
497.00,1929
497.20,1930
497.40,1933
497.60,1931
497.80,1931
498.00,1929
498.20,1927
498.40,1929
498.60,1930
498.80,1933
499.00,1933
499.20,1927
499.40,1927
499.60,1933
499.80,1933
500.00,1931
500.20,1933
500.40,1933
500.60,1931
500.80,1932
501.00,1931
501.20,1930
501.40,1931
501.60,1930
501.80,1931
502.00,1933
502.20,1932
502.40,1926
502.60,1929
502.80,1933
503.00,1931
503.20,1933
503.40,1929
503.60,1931
503.80,1930
504.00,1934
504.20,1931
504.40,1931
504.60,1933
504.80,1933
505.00,1935
505.20,1923
505.40,1964
505.60,1943
505.80,1962
506.00,1952
506.20,1957
506.40,1931
506.60,1932
506.80,1920
507.00,1855
507.20,1902
507.40,1906
507.60,1922
507.80,1934
508.00,2063
508.20,1953
508.40,1919
508.60,2060
508.80,1915
509.00,1943
509.20,1936
509.40,1932
509.60,1967
509.80,2019
510.00,1949
510.20,1918
510.40,1962
510.60,1980
510.80,1936
511.00,1942
511.20,1952
511.40,2013
511.60,1936
511.80,1918
512.00,2112
512.20,1915
512.40,1965
512.60,1931
512.80,1950
513.00,1968
513.20,1952
513.40,1981
513.60,1918
513.80,1951
514.00,1983
514.20,1977
514.40,1954
514.60,1945
514.80,1970
515.00,1935
515.20,1922
515.40,1920
515.60,1870
515.80,1855
516.00,1863
516.20,1830
516.40,1829
516.60,1872
516.80,1902
517.00,1927
517.20,1931
517.40,1936
517.60,1937
517.80,1936
518.00,1936
518.20,1936
518.40,1935
518.60,1935
518.80,1933
519.00,1933
519.20,1931
519.40,1934
519.60,1935
519.80,1933
520.00,1935
520.20,1933
520.40,1933
520.60,1934
520.80,1933
521.00,1932
521.20,1930
521.40,1936
521.60,1933
521.80,1935
522.00,1931
522.20,1933
522.40,1933
522.60,1934
522.80,1935
523.00,1930
523.20,1933
523.40,1933
523.60,1933
523.80,1934
524.00,1933
524.20,1934
524.40,1933
524.60,1931
524.80,1934
525.00,1931
525.20,1929
525.40,1931
525.60,1931
525.80,1933
526.00,1927
526.20,1931
526.40,1931
526.60,1934
526.80,1933
527.00,1930
527.20,1931
527.40,1935
527.60,1932
527.80,1933
528.00,1930
528.20,1933
528.40,1934
528.60,1935
528.80,1931
529.00,1927
529.20,1933
529.40,1932
529.60,1934
529.80,1932
530.00,1930
530.20,1930
530.40,1931
530.60,1930
530.80,1933
531.00,1931
531.20,1931
531.40,1931
531.60,1930
531.80,1933
532.00,1933
532.20,1933
532.40,1932
532.60,1931
532.80,1935
533.00,1933
533.20,1933
533.40,1933
533.60,1934
533.80,1930
534.00,1933
534.20,1932
534.40,1933
534.60,1933
534.80,1931
535.00,1930
535.20,1927
535.40,1931
535.60,1931
535.80,1933
536.00,1931
536.20,1931
536.40,1932
536.60,1931
536.80,1933
537.00,1934
537.20,1933
537.40,1932
537.60,1930
537.80,1933
538.00,1931
538.20,1933
538.40,1933
538.60,1932
538.80,1930
539.00,1931
539.20,1930
539.40,1931
539.60,1931
539.80,1933
540.00,1930
540.20,1931
540.40,1931
540.60,1931
540.80,1931
541.00,1931
541.20,1933
541.40,1933
541.60,1933
541.80,1932
542.00,1932
542.20,1933
542.40,1931
542.60,1933
542.80,1932
543.00,1931
543.20,1930
543.40,1929
543.60,1932
543.80,1934
544.00,1933
544.20,1932
544.40,1930
544.60,1933
544.80,1932
545.00,1931
545.20,1933
545.40,1933
545.60,1932
545.80,1932
546.00,1931
546.20,1931
546.40,1929
546.60,1931
546.80,1933
547.00,1933
547.20,1931
547.40,1930
547.60,1930
547.80,1933
548.00,1933
548.20,1933
548.40,1933
548.60,1931
548.80,1933
549.00,1931
549.20,1932
549.40,1933
549.60,1931
549.80,1933
550.00,1931
550.20,1930
550.40,1929
550.60,1933
550.80,1933
551.00,1930
551.20,1931
551.40,1931
551.60,1929
551.80,1933
552.00,1932
552.20,1930
552.40,1932
552.60,1931
552.80,1933
553.00,1932
553.20,1934
553.40,1932
553.60,1932
553.80,1930
554.00,1933
554.20,1931
554.40,1933
554.60,1933
554.80,1932
555.00,1930
555.20,1931
555.40,1930
555.60,1930
555.80,1933
556.00,1933
556.20,1932
556.40,1931
556.60,1931
556.80,1930
557.00,1935
557.20,1932
557.40,1933
557.60,1931
557.80,1931
558.00,1929
558.20,1929
558.40,1930
558.60,1931
558.80,1932
559.00,1931
559.20,1931
559.40,1929
559.60,1930
559.80,1934
560.00,1933
560.20,1931
560.40,1931
560.60,1932
560.80,1929
561.00,1936
561.20,1932
561.40,1933
561.60,1933
561.80,1931
562.00,1930
562.20,1930
562.40,1930
562.60,1927
562.80,1935
563.00,1933
563.20,1931
563.40,1932
563.60,1930
563.80,1934
564.00,1934
564.20,1933
564.40,1931
564.60,1931
564.80,1930
565.00,1931
565.20,1931
565.40,1931
565.60,1933
565.80,1935
566.00,1929
566.20,1929
566.40,1929
566.60,1931
566.80,1934
567.00,1933
567.20,1933
567.40,1933
567.60,1933
567.80,1934
568.00,1933
568.20,1931
568.40,1934
568.60,1934
568.80,1932
569.00,1933
569.20,1933
569.40,1932
569.60,1932
569.80,1934
570.00,1931
570.20,1933
570.40,1931
570.60,1931
570.80,1936
571.00,1933
571.20,1934
571.40,1932
571.60,1932
571.80,1932
572.00,1932
572.20,1934
572.40,1935
572.60,1933
572.80,1931
573.00,1931
573.20,1931
573.40,1931
573.60,1932
573.80,1934
574.00,1931
574.20,1931
574.40,1930
574.60,1930
574.80,1932
575.00,1934
575.20,1932
575.40,1933
575.60,1933
575.80,1932
576.00,1934
576.20,1934
576.40,1931
576.60,1932
576.80,1931
577.00,1934
577.20,1931
577.40,1931
577.60,1931
577.80,1933
578.00,1931
578.20,1931
578.40,1930
578.60,1932
578.80,1935
579.00,1933
579.20,1931
579.40,1934
579.60,1934
579.80,1933
580.00,1932
580.20,1931
580.40,1933
580.60,1932
580.80,1933
581.00,1930
581.20,1932
581.40,1930
581.60,1930
581.80,1934
582.00,1931
582.20,1933
582.40,1930
582.60,1933
582.80,1934
583.00,1931
583.20,1935
583.40,1931
583.60,1933
583.80,1930
584.00,1931
584.20,1932
584.40,1933
584.60,1931
584.80,1932
585.00,1932
585.20,1930
585.40,1930
585.60,1929
585.80,1934
586.00,1933
586.20,1930
586.40,1931
586.60,1929
586.80,1933
587.00,1934
587.20,1934
587.40,1933
587.60,1933
587.80,1931
588.00,1933
588.20,1934
588.40,1935
588.60,1934
588.80,1931
589.00,1930
589.20,1930
589.40,1930
589.60,1932
589.80,1934
590.00,1931
590.20,1932
590.40,1931
590.60,1931
590.80,1932
591.00,1933
591.20,1931
591.40,1933
591.60,1931
591.80,1931
592.00,1932
592.20,1934
592.40,1933
592.60,1934
592.80,1931
593.00,1930
593.20,1931
593.40,1931
593.60,1931
593.80,1934
594.00,1933
594.20,1933
594.40,1932
594.60,1934
594.80,1930
595.00,1932
595.20,1931
595.40,1931
595.60,1933
595.80,1931
596.00,1931
596.20,1930
596.40,1927
596.60,1930
596.80,1934
597.00,1931
597.20,1933
597.40,1930
597.60,1931
597.80,1932
598.00,1933
598.20,1933
598.40,1933
598.60,1933
598.80,1930
599.00,1932
599.20,1932
599.40,1933
599.60,1934
599.80,1930
600.00,1929
600.20,1927
600.40,1932
600.60,1930
600.80,1928
601.00,1927
601.20,1930
601.40,1930
601.60,1930
601.80,1929
602.00,1931
602.20,1927
602.40,1930
602.60,1927
602.80,1930
603.00,1930
603.20,1931
603.40,1929
603.60,1930
603.80,1935
604.00,1931
604.20,1931
604.40,1930
604.60,1931
604.80,1926
605.00,1930
605.20,1930
605.40,1927
605.60,1931
605.80,1929
606.00,1931
606.20,1929
606.40,1931
606.60,1930
606.80,1931
607.00,1931
607.20,1932
607.40,1931
607.60,1930
607.80,1933
608.00,1931
608.20,1931
608.40,1931
608.60,1932
608.80,1933
609.00,1933
609.20,1931
609.40,1930
609.60,1932
609.80,1934
610.00,1931
610.20,1929
610.40,1931
610.60,1931
610.80,1933
611.00,1933
611.20,1929
611.40,1930
611.60,1931
611.80,1931
612.00,1931
612.20,1927
612.40,1930
612.60,1933
612.80,1934
613.00,1929
613.20,1926
613.40,1931
613.60,1933
613.80,1932
614.00,1932
614.20,1931
614.40,1929
614.60,1931
614.80,1930
615.00,1929
615.20,1931
615.40,1930
615.60,1932
615.80,1933
616.00,1935
616.20,1929
616.40,1931
616.60,1931
616.80,1933
617.00,1931
617.20,1927
617.40,1931
617.60,1931
617.80,1933
618.00,1931
618.20,1927
618.40,1930
618.60,1930
618.80,1930
619.00,1931
619.20,1930
619.40,1931
619.60,1931
619.80,1930
620.00,1931
620.20,1931
620.40,1930
620.60,1931
620.80,1930
621.00,1931
621.20,1931
621.40,1931
621.60,1930
621.80,1933
622.00,1931
622.20,1930
622.40,1931
622.60,1929
622.80,1931
623.00,1931
623.20,1929
623.40,1966
623.60,2083
623.80,1926
624.00,1920
624.20,1914
624.40,1931
624.60,1921
624.80,1935
625.00,1871
625.20,1910
625.40,1934
625.60,1956
625.80,2103
626.00,1974
626.20,1903
626.40,1951
626.60,1939
626.80,1963
627.00,1962
627.20,1920
627.40,1935
627.60,1960
627.80,1954
628.00,1949
628.20,1919
628.40,1945
628.60,1951
628.80,1956
629.00,1967
629.20,1944
629.40,2019
629.60,1929
629.80,1920
630.00,2078
630.20,1919
630.40,2097
630.60,1956
630.80,1948
631.00,1953
631.20,2085
631.40,1983
631.60,1921
631.80,1947
632.00,2047
632.20,1959
632.40,2001
632.60,1947
632.80,2038
633.00,1936
633.20,1915
633.40,1922
633.60,1872
633.80,1857
634.00,1840
634.20,1841
634.40,1847
634.60,1889
634.80,1921
635.00,1933
635.20,1936
635.40,1936
635.60,1936
635.80,1936
636.00,1934
636.20,1935
636.40,1936
636.60,1936
636.80,1935
637.00,1935
637.20,1935
637.40,1935
637.60,1933
637.80,1935
638.00,1931
638.20,1931
638.40,1931
638.60,1931
638.80,1930
639.00,1934
639.20,1936
639.40,1933
639.60,1933
639.80,1931
640.00,1930
640.20,1931
640.40,1931
640.60,1933
640.80,1930
641.00,1931
641.20,1931
641.40,1930
641.60,1934
641.80,1931
642.00,1931
642.20,1933
642.40,1931
642.60,1932
642.80,1929
643.00,1930
643.20,1930
643.40,1931
643.60,1931
643.80,1934
644.00,1933
644.20,1933
644.40,1931
644.60,1929
644.80,1930
645.00,1929
645.20,1930
645.40,1932
645.60,1931
645.80,1931
646.00,1930
646.20,1931
646.40,1933
646.60,1933
646.80,1930
647.00,1930
647.20,1933
647.40,1930
647.60,1931
647.80,1935
648.00,1930
648.20,1931
648.40,1931
648.60,1933
648.80,1931
649.00,1931
649.20,1930
649.40,1931
649.60,1933
649.80,1932
650.00,1934
650.20,1930
650.40,1930
650.60,1931
650.80,1930
651.00,1933
651.20,1931
651.40,1930
651.60,1934
651.80,1933
652.00,1930
652.20,1931
652.40,1929
652.60,1931
652.80,1931
653.00,1934
653.20,1932
653.40,1931
653.60,1929
653.80,1931
654.00,1933
654.20,1933
654.40,1933
654.60,1926
654.80,1929
655.00,1929
655.20,1930
655.40,1933
655.60,1931
655.80,1931
656.00,1927
656.20,1931
656.40,1933
656.60,1930
656.80,1927
657.00,1931
657.20,1927
657.40,1931
657.60,1931
657.80,1930
658.00,1930
658.20,1930
658.40,1933
658.60,1931
658.80,1932
659.00,1930
659.20,1929
659.40,1931
659.60,1930
659.80,1930
660.00,1929
660.20,1927
660.40,1933
660.60,1933
660.80,1931
661.00,1930
661.20,1930
661.40,1930
661.60,2126
661.80,2087
662.00,2065
662.20,1952
662.40,1969
662.60,1969
662.80,1974
663.00,1936
663.20,1914
663.40,1889
663.60,1837
663.80,1934
664.00,1949
664.20,1914
664.40,1994
664.60,1907
664.80,1994
665.00,2000
665.20,1940
665.40,1975
665.60,1920
665.80,2064
666.00,1947
666.20,1917
666.40,1954
666.60,1957
666.80,1963
667.00,1936
667.20,1919
667.40,1949
667.60,1915
667.80,1967
668.00,1968
668.20,1933
668.40,2063
668.60,1957
668.80,1963
669.00,1920
669.20,2003
669.40,1953
669.60,1968
669.80,1971
670.00,1953
670.20,1952
670.40,1935
670.60,1922
670.80,1956
671.00,1764
671.20,1971
671.40,1975
671.60,1942
671.80,1930
672.00,1911
672.20,1859
672.40,1841
672.60,1849
672.80,1831
673.00,1840
673.20,1890
673.40,1913
673.60,1927
673.80,1933
674.00,1936
674.20,1936
674.40,1936
674.60,1936
674.80,1936
675.00,1935
675.20,1935
675.40,1934
675.60,1931
675.80,1932
676.00,1931
676.20,1931
676.40,1936
676.60,1932
676.80,1935
677.00,1931
677.20,1934
677.40,1933
677.60,1934
677.80,1933
678.00,1931
678.20,1929
678.40,1927
678.60,1932
678.80,1929
679.00,1930
679.20,1927
679.40,1927
679.60,1930
679.80,1930
680.00,1932
680.20,1931
680.40,1931
680.60,1933
680.80,1930
681.00,1930
681.20,1927
681.40,1927
681.60,1929
681.80,1933
682.00,1930
682.20,1931
682.40,1933
682.60,1930
682.80,1930
683.00,1927
683.20,1931
683.40,1931
683.60,1931
683.80,1927
684.00,1927
684.20,1933
684.40,1928
684.60,1931
684.80,1930
685.00,1932
685.20,1927
685.40,1926
685.60,1931
685.80,1932
686.00,1933
686.20,1929
686.40,1927
686.60,1931
686.80,1932
687.00,1934
687.20,1929
687.40,1930
687.60,1930
687.80,1931
688.00,1934
688.20,1933
688.40,1931
688.60,1930
688.80,1929
689.00,1931
689.20,1932
689.40,1931
689.60,1929
689.80,1930
690.00,1934
690.20,1932
690.40,1931
690.60,1929
690.80,1927
691.00,1931
691.20,1930
691.40,1931
691.60,1931
691.80,1931
692.00,1932
692.20,1930
692.40,1931
692.60,1933
692.80,1930
693.00,1930
693.20,1933
693.40,1935
693.60,1932
693.80,1930
694.00,1931
694.20,1931
694.40,1932
694.60,1931
694.80,1929
695.00,1931
695.20,1933
695.40,1933
695.60,1931
695.80,1929
696.00,1930
696.20,1931
696.40,1931
696.60,1930
696.80,1930
697.00,1930
697.20,1927
697.40,1933
697.60,1930
697.80,1931
698.00,1931
698.20,1931
698.40,1933
698.60,1929
698.80,1931
699.00,1928
699.20,1929
699.40,1930
699.60,1931
699.80,1931
700.00,1929
700.20,1910
700.40,1983
700.60,1914
700.80,1966
701.00,1871
701.20,1963
701.40,1936
701.60,1921
701.80,1899
702.00,1877
702.20,1872
702.40,1915
702.60,1948
702.80,1936
703.00,1931
703.20,1993
703.40,1968
703.60,2067
703.80,1744
704.00,1917
704.20,1974
704.40,1973
704.60,1922
704.80,2380
705.00,1915
705.20,1987
705.40,1947
705.60,1933
705.80,2348
706.00,1954
706.20,1988
706.40,1917
706.60,1955
706.80,1987
707.00,1956
707.20,1968
707.40,1958
707.60,2014
707.80,1934
708.00,1915
708.20,1984
708.40,1915
708.60,2027
708.80,1949
709.00,1943
709.20,1982
709.40,1946
709.60,1986
709.80,1918
710.00,1881
710.20,1929
710.40,1904
710.60,1879
710.80,1871
711.00,1847
711.20,1855
711.40,1836
711.60,1870
711.80,1901
712.00,1923
712.20,1930
712.40,1935
712.60,1936
712.80,1936
713.00,1936
713.20,1936
713.40,1935
713.60,1936
713.80,1936
714.00,1936
714.20,1930
714.40,1934
714.60,1935
714.80,1930
715.00,1936
715.20,1933
715.40,1931
715.60,1933
715.80,1933
716.00,1931
716.20,1931
716.40,1932
716.60,1931
716.80,1933
717.00,1931
717.20,1930
717.40,1930
717.60,1932
717.80,1931
718.00,1930
718.20,1931
718.40,1934
718.60,1931
718.80,1933
719.00,1930
719.20,1931
719.40,1931
719.60,1929
719.80,1931
720.00,1930
720.20,1933
720.40,1933
720.60,1930
720.80,1927
721.00,1926
721.20,1927
721.40,1933
721.60,1932
721.80,1934
722.00,1930
722.20,1935
722.40,1932
722.60,1927
722.80,1934
723.00,1931
723.20,1931
723.40,1934
723.60,1930
723.80,1934
724.00,1932
724.20,1930
724.40,1932
724.60,1927
724.80,1935
725.00,1930
725.20,1928
725.40,1931
725.60,1927
725.80,1933
726.00,1931
726.20,1929
726.40,1929
726.60,1930
726.80,1933
727.00,1927
727.20,1929
727.40,1929
727.60,1929
727.80,1933
728.00,1933
728.20,1930
728.40,1930
728.60,1931
728.80,1934
729.00,1932
729.20,1934
729.40,1930
729.60,1930
729.80,1933
730.00,1932
730.20,1932
730.40,1932
730.60,1931
730.80,1930
731.00,1930
731.20,1929
731.40,1932
731.60,1933
731.80,1931
732.00,1929
732.20,1930
732.40,1926
732.60,1931
732.80,1933
733.00,1931
733.20,1932
733.40,1927
733.60,1930
733.80,1932
734.00,1934
734.20,1931
734.40,1931
734.60,1927
734.80,1933
735.00,1932
735.20,1932
735.40,1932
735.60,1933
735.80,1931
736.00,1929
736.20,1931
736.40,1929
736.60,1929
736.80,1933
737.00,1930
737.20,1930
737.40,1926
737.60,1931
737.80,1933
738.00,1931
738.20,1931
738.40,1929
738.60,1932
738.80,1930
739.00,1932
739.20,1931
739.40,1931
739.60,1930
739.80,1931
740.00,1931
740.20,1928
740.40,1926
740.60,1927
740.80,1933
741.00,1931
741.20,1933
741.40,1927
741.60,1931
741.80,1933
742.00,1930
742.20,1933
742.40,1929
742.60,1931
742.80,1929
743.00,1930
743.20,1931
743.40,1932
743.60,1930
743.80,1931
744.00,1933
744.20,1927
744.40,1930
744.60,1929
744.80,1932
745.00,1933
745.20,1931
745.40,1930
745.60,1933
745.80,1935
746.00,1933
746.20,1933
746.40,1931
746.60,1931
746.80,1931
747.00,1930
747.20,1931
747.40,1931
747.60,1933
747.80,1933
748.00,1931
748.20,1927
748.40,1928
748.60,1932
748.80,1933
749.00,1933
749.20,1929
749.40,1929
749.60,1931
749.80,1933
750.00,1934
750.20,1935
750.40,1932
750.60,1933
750.80,1930
751.00,1933
751.20,1932
751.40,1933
751.60,1933
751.80,1931
752.00,1930
752.20,1931
752.40,1933
752.60,1931
752.80,1932
753.00,1930
753.20,1929
753.40,1930
753.60,1930
753.80,1933
754.00,1931
754.20,1931
754.40,1930
754.60,1929
754.80,1932
755.00,1931
755.20,1930
755.40,1933
755.60,1931
755.80,1930
756.00,1933
756.20,1931
756.40,1933
756.60,1933
756.80,1929
757.00,1927
757.20,1931
757.40,1931
757.60,1931
757.80,1931
758.00,1930
758.20,1929
758.40,1931
758.60,1929
758.80,1931
759.00,1932
759.20,1931
759.40,1931
759.60,1930
759.80,1934
760.00,1933
760.20,1931
760.40,1935
760.60,1931
760.80,1931
761.00,1931
761.20,1931
761.40,1933
761.60,1931
761.80,1933
762.00,1931
762.20,1927
762.40,1927
762.60,1929
762.80,1933
763.00,1929
763.20,1931
763.40,1930
763.60,1927
763.80,1934
764.00,1931
764.20,1933
764.40,1931
764.60,1934
764.80,1927
765.00,1932
765.20,1932
765.40,1931
765.60,1931
765.80,1932
766.00,1931
766.20,1930
766.40,1931
766.60,1929
766.80,1932
767.00,1930
767.20,1931
767.40,1929
767.60,1930
767.80,1935
768.00,1931
768.20,1931
768.40,1931
768.60,1931
768.80,1934
769.00,1934
769.20,1933
769.40,1934
769.60,1931
769.80,1933
770.00,1932
770.20,1931
770.40,1933
770.60,1933
770.80,1931
771.00,1929
771.20,1927
771.40,1930
771.60,1931
771.80,1933
772.00,1931
772.20,1930
772.40,1929
772.60,1929
772.80,1934
773.00,1933
773.20,1932
773.40,1932
773.60,1931
773.80,1934
774.00,1932
774.20,1934
774.40,1934
774.60,1933
774.80,1929
775.00,1933
775.20,1934
775.40,1933
775.60,1934
775.80,1931
776.00,1930
776.20,1927
776.40,1933
776.60,1930
776.80,1931
777.00,1927
777.20,1933
777.40,1931
777.60,1930
777.80,1934
778.00,1931
778.20,1930
778.40,1931
778.60,1930
778.80,1935
779.00,1932
779.20,1933
779.40,1930
779.60,1934
779.80,1931
780.00,1930
780.20,1931
780.40,1934
780.60,1930
780.80,1930
781.00,1927
781.20,1931
781.40,1930
781.60,1931
781.80,1931
782.00,1931
782.20,1930
782.40,1930
782.60,1926
782.80,1932
783.00,1930
783.20,1930
783.40,1931
783.60,1927
783.80,1934
784.00,1931
784.20,1931
784.40,1931
784.60,1931
784.80,1933
785.00,1934
785.20,1931
785.40,1931
785.60,1931
785.80,1929
786.00,1933
786.20,1930
786.40,1931
786.60,1933
786.80,1930
787.00,1930
787.20,1931
787.40,1933
787.60,1931
787.80,1934
788.00,1929
788.20,1929
788.40,1929
788.60,1930
788.80,1932
789.00,1931
789.20,1931
789.40,1931
789.60,1929
789.80,1934
790.00,1931
790.20,1933
790.40,1934
790.60,1932
790.80,1931
791.00,1934
791.20,1931
791.40,1931
791.60,1934
791.80,1931
792.00,1929
792.20,1931
792.40,1927
792.60,1930
792.80,1932
793.00,1930
793.20,1930
793.40,1930
793.60,1927
793.80,1931
794.00,1931
794.20,1931
794.40,1932
794.60,1930
794.80,1931
795.00,1931
795.20,1933
795.40,1930
795.60,1933
795.80,1929
796.00,1929
796.20,1930
796.40,1929
796.60,1931
796.80,1930
797.00,1927
797.20,1926
797.40,1927
797.60,1930
797.80,1931
798.00,1931
798.20,1932
798.40,1931
798.60,1930
798.80,1932
