Timestamp,Signal
125.20,1926
125.40,1930
125.60,1929
125.80,1927
126.00,1929
126.20,1927
126.40,1926
126.60,1930
126.80,1931
127.00,1928
127.20,1929
127.40,1927
127.60,1927
127.80,1929
128.00,1929
128.20,1926
128.40,1931
128.60,1926
128.80,1927
129.00,1929
129.20,1931
129.40,1927
129.60,1927
129.80,1931
130.00,1928
130.20,1929
130.40,1930
130.60,1929
130.80,1930
131.00,1927
131.20,1926
131.40,1930
131.60,1930
131.80,1930
132.00,1927
132.20,1927
132.40,1927
132.60,1927
132.80,1929
133.00,1929
133.20,1930
133.40,1931
133.60,1929
133.80,1929
134.00,1927
134.20,1927
134.40,1931
134.60,1927
134.80,1929
135.00,1929
135.20,1930
135.40,1923
135.60,1927
135.80,1929
136.00,1930
136.20,1927
136.40,1930
136.60,1929
136.80,1929
137.00,1927
137.20,1926
137.40,1927
137.60,1929
137.80,1930
138.00,1926
138.20,1929
138.40,1925
138.60,1930
138.80,1930
139.00,1927
139.20,1929
139.40,1929
139.60,1927
139.80,1930
140.00,1928
140.20,1925
140.40,1926
140.60,1929
140.80,1930
141.00,1927
141.20,1927
141.40,1927
141.60,1930
141.80,1931
142.00,1925
142.20,1926
142.40,1930
142.60,1929
142.80,1929
143.00,1930
143.20,1925
143.40,1930
143.60,1926
143.80,1930
144.00,1929
144.20,1931
144.40,1929
144.60,1930
144.80,1927
145.00,1927
145.20,1926
145.40,1925
145.60,1927
145.80,1932
146.00,1931
146.20,1929
146.40,1929
146.60,1930
146.80,1927
147.00,1930
147.20,1926
147.40,1933
147.60,1927
147.80,1930
148.00,1929
148.20,1927
148.40,1928
148.60,1928
148.80,1930
149.00,1929
149.20,1929
149.40,1927
149.60,1929
149.80,1927
150.00,1927
150.20,1927
150.40,1926
150.60,1929
150.80,1930
151.00,1928
151.20,1930
151.40,1930
151.60,1927
151.80,1929
152.00,1926
152.20,1927
152.40,1927
152.60,1926
152.80,1931
153.00,1930
153.20,1933
153.40,1927
153.60,1930
153.80,1930
154.00,1927
154.20,1928
154.40,1929
154.60,1929
154.80,1932
155.00,1930
155.20,1931
155.40,1931
155.60,1927
155.80,1926
156.00,1925
156.20,1927
156.40,1927
156.60,1927
156.80,1931
157.00,1931
157.20,1930
157.40,1927
157.60,1927
157.80,1926
158.00,1927
158.20,1929
158.40,1930
158.60,1927
158.80,1932
159.00,1930
159.20,1929
159.40,1928
159.60,1929
159.80,1927
160.00,1929
160.20,1926
160.40,1927
160.60,1926
160.80,1931
161.00,1926
161.20,1927
161.40,1927
161.60,1931
161.80,1929
162.00,1927
162.20,1927
162.40,1927
162.60,1927
162.80,1929
163.00,1927
163.20,1926
163.40,1927
163.60,1931
163.80,1926
164.00,1929
164.20,1926
164.40,1927
164.60,1927
164.80,1931
165.00,1930
165.20,1929
165.40,1929
165.60,1932
165.80,1931
166.00,1926
166.20,1927
166.40,1925
166.60,1927
166.80,1930
167.00,1931
167.20,1929
167.40,1929
167.60,1931
167.80,1926
168.00,1927
168.20,1929
168.40,1927
168.60,1927
168.80,1931
169.00,1931
169.20,1931
169.40,1931
169.60,1927
169.80,1929
170.00,1930
170.20,1927
170.40,1929
170.60,1931
170.80,1931
171.00,1927
171.20,1929
171.40,1929
171.60,1929
171.80,1929
172.00,1932
172.20,1931
172.40,1933
172.60,1928
172.80,1929
173.00,1927
173.20,1926
173.40,1929
173.60,1927
173.80,1933
174.00,1932
174.20,1929
174.40,1930
174.60,1929
174.80,1927
175.00,1926
175.20,1925
175.40,1930
175.60,1926
175.80,1930
176.00,1931
176.20,1929
176.40,1927
176.60,1930
176.80,1927
177.00,1925
177.20,1926
177.40,1926
177.60,1927
177.80,1931
178.00,1929
178.20,1930
178.40,1931
178.60,1929
178.80,1927
179.00,1927
179.20,1927
179.40,1927
179.60,1927
179.80,1929
180.00,1930
180.20,1929
180.40,1931
180.60,1930
180.80,1929
181.00,1930
181.20,1930
181.40,1931
181.60,1930
181.80,1930
182.00,1930
182.20,1927
182.40,1930
182.60,1931
182.80,1930
183.00,1930
183.20,1929
183.40,1933
183.60,1929
183.80,1934
184.00,1927
184.20,1931
184.40,1926
184.60,1927
184.80,1931
185.00,1931
185.20,1929
185.40,1931
185.60,1933
185.80,1930
186.00,1927
186.20,1927
186.40,1927
186.60,1927
186.80,1934
187.00,1930
187.20,1931
187.40,1929
187.60,1930
187.80,1929
188.00,1927
188.20,1927
188.40,1930
188.60,1929
188.80,1930
189.00,1930
189.20,1929
189.40,1927
189.60,1932
189.80,1931
190.00,1927
190.20,1929
190.40,1931
190.60,1930
190.80,1933
191.00,1933
191.20,1931
191.40,1929
191.60,1930
191.80,1930
192.00,1930
192.20,1930
192.40,1929
192.60,1927
192.80,1934
193.00,1927
193.20,1927
193.40,1931
193.60,1933
193.80,1931
194.00,1930
194.20,1930
194.40,1931
194.60,1929
194.80,1931
195.00,1930
195.20,1930
195.40,1930
195.60,1931
195.80,1933
196.00,1932
196.20,1932
196.40,1931
196.60,1929
196.80,1935
197.00,1927
197.20,1930
197.40,1930
197.60,1931
197.80,1931
198.00,1931
198.20,1931
198.40,1930
198.60,1933
198.80,1934
199.00,1931
199.20,1931
199.40,1931
199.60,1931
199.80,1927
200.00,1929
200.20,1929
200.40,1927
200.60,1930
200.80,1927
201.00,1930
201.20,1926
201.40,1930
201.60,1927
201.80,1926
202.00,1930
202.20,1930
202.40,1931
202.60,1930
202.80,1925
203.00,1927
203.20,1930
203.40,1926
203.60,1927
203.80,1931
204.00,1927
204.20,1929
204.40,1930
204.60,1926
204.80,1926
205.00,1931
205.20,1930
205.40,1926
205.60,1930
205.80,1930
206.00,1928
206.20,1929
206.40,1933
206.60,1930
206.80,1929
207.00,1927
207.20,1930
207.40,1927
207.60,1927
207.80,1930
208.00,1927
208.20,1929
208.40,1929
208.60,1931
208.80,1926
209.00,1927
209.20,1930
209.40,1931
209.60,1929
209.80,1929
210.00,1931
210.20,1932
210.40,1931
210.60,1934
210.80,1927
211.00,1931
211.20,1927
211.40,1927
211.60,1932
211.80,1930
212.00,1931
212.20,1927
212.40,1930
212.60,1927
212.80,1929
213.00,1927
213.20,1931
213.40,1930
213.60,1929
213.80,1930
214.00,1933
214.20,1933
214.40,1927
214.60,1930
214.80,1932
215.00,1928
215.20,1928
215.40,1931
215.60,1927
215.80,1930
216.00,1931
216.20,1929
216.40,1931
216.60,1927
216.80,1929
217.00,1932
217.20,1932
217.40,1931
217.60,1927
217.80,1932
218.00,1933
218.20,1929
218.40,1931
218.60,1930
218.80,1932
219.00,1930
219.20,1931
219.40,1933
219.60,1929
219.80,1927
220.00,1932
220.20,1931
220.40,1931
220.60,1929
220.80,1933
221.00,1932
221.20,1929
221.40,1930
221.60,1931
221.80,1930
222.00,1930
222.20,1930
222.40,1930
222.60,1931
222.80,1929
223.00,1931
223.20,1933
223.40,1934
223.60,1927
223.80,1929
224.00,1933
224.20,1933
224.40,1927
224.60,1927
224.80,1933
225.00,1933
225.20,1927
225.40,1930
225.60,1931
225.80,1933
226.00,1930
226.20,1927
226.40,1933
226.60,1932
226.80,1929
227.00,1930
227.20,1931
227.40,1933
227.60,1930
227.80,1930
228.00,1930
228.20,1931
228.40,1930
228.60,1931
228.80,1930
229.00,1934
229.20,1927
229.40,1930
229.60,1931
229.80,1931
230.00,1927
230.20,1931
230.40,1932
230.60,1930
230.80,1929
231.00,1926
231.20,1933
231.40,1933
231.60,1931
231.80,1931
232.00,1963
232.20,1951
232.40,1950
232.60,1963
232.80,1946
233.00,1952
233.20,1954
233.40,1930
233.60,1917
233.80,1904
234.00,1856
234.20,1867
234.40,1821
234.60,1817
234.80,1808
235.00,1787
235.20,1792
235.40,1799
235.60,1758
235.80,1808
236.00,1795
236.20,1791
236.40,1771
236.60,1824
236.80,1827
237.00,1875
237.20,1863
237.40,1916
237.60,1935
237.80,1909
238.00,1923
238.20,1947
238.40,1937
238.60,1957
238.80,1936
239.00,1981
239.20,1942
239.40,1909
239.60,1953
239.80,1966
240.00,1915
240.20,2096
240.40,1910
240.60,2014
240.80,1929
241.00,1941
241.20,1962
241.40,1937
241.60,1904
241.80,1913
242.00,1835
242.20,1997
242.40,1950
242.60,1951
242.80,1956
243.00,2032
243.20,1929
243.40,1910
243.60,1957
243.80,1907
244.00,2128
244.20,1949
244.40,1943
244.60,1970
244.80,1939
245.00,1998
245.20,1911
245.40,1947
245.60,1937
245.80,1939
246.00,1964
246.20,1959
246.40,2047
246.60,1934
246.80,1930
247.00,1856
247.20,1838
247.40,1779
247.60,1801
247.80,1823
248.00,1785
248.20,1798
248.40,1790
248.60,1779
248.80,1793
249.00,1845
249.20,1881
249.40,1911
249.60,1930
249.80,1933
250.00,1935
250.20,1936
250.40,1936
250.60,1936
250.80,1936
251.00,1935
251.20,1934
251.40,1934
251.60,1935
251.80,1935
252.00,1931
252.20,1933
252.40,1933
252.60,1933
252.80,1930
253.00,1933
253.20,1934
253.40,1934
253.60,1932
253.80,1931
254.00,1934
254.20,1932
254.40,1934
254.60,1931
254.80,1934
255.00,1933
255.20,1934
255.40,1933
255.60,1932
255.80,1933
256.00,1933
256.20,1930
256.40,1933
256.60,1932
256.80,1931
257.00,1927
257.20,1931
257.40,1930
257.60,1931
257.80,1930
258.00,1933
258.20,1931
258.40,1930
258.60,1930
258.80,1931
259.00,1930
259.20,1932
259.40,1931
259.60,1929
259.80,1929
260.00,1930
260.20,1932
260.40,1931
260.60,1933
260.80,1931
261.00,1927
261.20,1927
261.40,1931
261.60,1931
261.80,1930
262.00,1930
262.20,1929
262.40,1929
262.60,1931
262.80,1929
263.00,1931
263.20,1931
263.40,1927
263.60,1931
263.80,1931
264.00,1930
264.20,1932
264.40,1927
264.60,1930
264.80,1926
265.00,1929
265.20,1930
265.40,1931
265.60,1931
265.80,1933
266.00,1930
266.20,1931
266.40,1933
266.60,1927
266.80,1930
267.00,1929
267.20,1931
267.40,1932
267.60,1929
267.80,1931
268.00,1929
268.20,1935
268.40,1926
268.60,1930
268.80,1930
269.00,1933
269.20,1933
269.40,1931
269.60,1928
269.80,1931
270.00,1932
270.20,1931
270.40,1932
270.60,1930
270.80,1930
271.00,1931
271.20,1930
271.40,1933
271.60,1929
271.80,1927
272.00,1930
272.20,1930
272.40,1929
272.60,1931
272.80,1927
273.00,1931
273.20,1930
273.40,1931
273.60,1932
273.80,1930
274.00,1931
274.20,1930
274.40,1931
274.60,1929
274.80,1929
275.00,1930
275.20,1930
275.40,1932
275.60,1933
275.80,1930
276.00,1929
276.20,1930
276.40,2000
276.60,1968
276.80,1952
277.00,2143
277.20,2064
277.40,1937
277.60,1939
277.80,1926
278.00,1929
278.20,1855
278.40,1903
278.60,1951
278.80,1920
279.00,1851
279.20,1947
279.40,1919
279.60,2066
279.80,1966
280.00,1911
280.20,1936
280.40,1915
280.60,1931
280.80,1951
281.00,1935
281.20,1935
281.40,1915
281.60,2006
281.80,1951
282.00,1939
282.20,1970
282.40,1953
282.60,2064
282.80,1934
283.00,1915
283.20,1980
283.40,1915
283.60,1973
283.80,1957
284.00,1943
284.20,2119
284.40,1938
284.60,2032
284.80,1913
285.00,1927
285.20,2004
285.40,1937
285.60,1830
285.80,1957
286.00,2019
286.20,1934
286.40,1920
286.60,1917
286.80,1875
287.00,1851
287.20,1856
287.40,1829
287.60,1825
287.80,1870
288.00,1898
288.20,1922
288.40,1931
288.60,1936
288.80,1936
289.00,1936
289.20,1936
289.40,1936
289.60,1936
289.80,1934
290.00,1936
290.20,1935
290.40,1936
290.60,1933
290.80,1934
291.00,1931
291.20,1934
291.40,1932
291.60,1934
291.80,1930
292.00,1935
292.20,1935
292.40,1934
292.60,1931
292.80,1932
293.00,1930
293.20,1931
293.40,1931
293.60,1931
293.80,1927
294.00,1931
294.20,1930
294.40,1930
294.60,1929
294.80,1931
295.00,1927
295.20,1930
295.40,1931
295.60,1933
295.80,1931
296.00,1931
296.20,1932
296.40,1930
296.60,1930
296.80,1925
297.00,1930
297.20,1929
297.40,1930
297.60,1929
297.80,1930
298.00,1930
298.20,1929
298.40,1931
298.60,1930
298.80,1931
299.00,1926
299.20,1930
299.40,1930
299.60,1930
299.80,1932
300.00,1930
300.20,1931
300.40,1931
300.60,1929
300.80,1930
301.00,1932
301.20,1931
301.40,1926
301.60,1930
301.80,1930
302.00,1930
302.20,1930
302.40,1929
302.60,1929
302.80,1930
303.00,1930
303.20,1933
303.40,1931
303.60,1927
303.80,1933
304.00,1931
304.20,1931
304.40,1933
304.60,1931
304.80,1929
305.00,1930
305.20,1930
305.40,1930
305.60,1933
305.80,1931
306.00,1929
306.20,1931
306.40,1931
306.60,1931
306.80,1929
307.00,1929
307.20,1932
307.40,1934
307.60,1931
307.80,1930
308.00,1931
308.20,1931
308.40,1933
308.60,1931
308.80,1931
309.00,1927
309.20,1934
309.40,1931
309.60,1930
309.80,1930
310.00,1929
310.20,1932
310.40,1931
310.60,1931
310.80,1930
311.00,1927
311.20,1931
311.40,1932
311.60,1931
311.80,1930
312.00,1930
312.20,1930
312.40,1933
312.60,1932
312.80,1928
313.00,1929
313.20,1930
313.40,1931
313.60,1933
313.80,1930
314.00,1931
314.20,1929
314.40,1932
314.60,1930
314.80,1916
315.00,2081
315.20,2066
315.40,1961
315.60,1949
315.80,2085
316.00,1955
316.20,1925
316.40,1916
316.60,1884
316.80,1855
317.00,2029
317.20,2113
317.40,1867
317.60,1903
317.80,1936
318.00,1935
318.20,2000
318.40,1968
318.60,1982
318.80,1910
319.00,2101
319.20,1950
319.40,1945
319.60,2078
319.80,1937
320.00,1970
320.20,1933
320.40,1914
320.60,1951
320.80,1915
321.00,2004
321.20,1931
321.40,1946
321.60,2123
321.80,1943
322.00,1943
322.20,1917
322.40,2069
322.60,1956
322.80,1961
323.00,2063
323.20,1950
323.40,1970
323.60,1930
323.80,1917
324.00,2016
324.20,1913
324.40,1955
324.60,1953
324.80,1946
325.00,1911
325.20,1895
325.40,1861
325.60,1843
325.80,1855
326.00,1838
326.20,1849
326.40,1892
326.60,1923
326.80,1935
327.00,1937
327.20,1938
327.40,1937
327.60,1936
327.80,1936
328.00,1936
328.20,1936
328.40,1936
328.60,1935
328.80,1936
329.00,1935
329.20,1933
329.40,1934
329.60,1936
329.80,1936
330.00,1935
330.20,1932
330.40,1933
330.60,1931
330.80,1933
331.00,1934
331.20,1931
331.40,1932
331.60,1931
331.80,1932
332.00,1933
332.20,1931
332.40,1930
332.60,1931
332.80,1931
333.00,1931
333.20,1934
333.40,1932
333.60,1933
333.80,1934
334.00,1931
334.20,1933
334.40,1930
334.60,1930
334.80,1932
335.00,1934
335.20,1930
335.40,1931
335.60,1929
335.80,1930
336.00,1927
336.20,1931
336.40,1927
336.60,1931
336.80,1934
337.00,1931
337.20,1931
337.40,1929
337.60,1930
337.80,1934
338.00,1930
338.20,1932
338.40,1931
338.60,1931
338.80,1933
339.00,1934
339.20,1931
339.40,1931
339.60,1929
339.80,1933
340.00,1933
340.20,1931
340.40,1931
340.60,1931
340.80,1930
341.00,1935
341.20,1934
341.40,1932
341.60,1934
341.80,1931
342.00,1931
342.20,1932
342.40,1931
342.60,1931
342.80,1933
343.00,1929
343.20,1927
343.40,1929
343.60,1930
343.80,1933
344.00,1929
344.20,1931
344.40,1930
344.60,1930
344.80,1934
345.00,1933
345.20,1931
345.40,1933
345.60,1933
345.80,1934
346.00,1933
346.20,1933
346.40,1933
346.60,1929
346.80,1933
347.00,1929
347.20,1929
347.40,1929
347.60,1930
347.80,1934
348.00,1931
348.20,1931
348.40,1930
348.60,1929
348.80,1934
349.00,1931
349.20,1930
349.40,1933
349.60,1930
349.80,1931
350.00,1932
350.20,1933
350.40,1931
350.60,1934
350.80,1931
351.00,1929
351.20,1931
351.40,1930
351.60,1929
351.80,1931
352.00,1930
352.20,1933
352.40,1931
352.60,1930
352.80,1933
353.00,1933
353.20,1931
353.40,1933
353.60,1931
353.80,1932
354.00,1933
354.20,1933
354.40,1934
354.60,1933
354.80,1931
355.00,1931
355.20,1931
355.40,1933
355.60,1933
355.80,1933
356.00,1930
356.20,1931
356.40,1929
356.60,1929
356.80,1934
357.00,1931
357.20,1931
357.40,1929
357.60,1930
357.80,1935
358.00,1933
358.20,1933
358.40,1930
358.60,1932
358.80,1931
359.00,1932
359.20,1932
359.40,1931
359.60,1931
359.80,1930
360.00,1931
360.20,1930
360.40,1933
360.60,1933
360.80,1933
361.00,1929
361.20,1930
361.40,1931
361.60,1931
361.80,1933
362.00,1930
362.20,1931
362.40,1930
362.60,1930
362.80,1934
363.00,1931
363.20,1933
363.40,1930
363.60,1933
363.80,1935
364.00,1931
364.20,1932
364.40,1931
364.60,1934
364.80,1931
365.00,1931
365.20,1934
365.40,1931
365.60,1934
365.80,1931
366.00,1927
366.20,1932
366.40,1931
366.60,1933
366.80,1933
367.00,1929
367.20,1930
367.40,1930
367.60,1930
367.80,1934
368.00,1930
368.20,1931
368.40,1931
368.60,1930
368.80,1934
369.00,1933
369.20,1931
369.40,1931
369.60,1931
369.80,1933
370.00,1931
370.20,1933
370.40,1931
370.60,1930
370.80,1933
371.00,1934
371.20,1933
371.40,1933
371.60,1933
371.80,1930
372.00,1933
372.20,1931
372.40,1931
372.60,1933
372.80,1933
373.00,1930
373.20,1929
373.40,1931
373.60,1929
373.80,1934
374.00,1932
374.20,1931
374.40,1932
374.60,1933
374.80,1933
375.00,1933
375.20,1932
375.40,1934
375.60,1934
375.80,1931
376.00,1933
376.20,1933
376.40,1933
376.60,1932
376.80,1931
377.00,1931
377.20,1932
377.40,1931
377.60,1932
377.80,1930
378.00,1929
378.20,1931
378.40,1930
378.60,1927
378.80,1933
379.00,1930
379.20,1932
379.40,1929
379.60,1930
379.80,1934
380.00,1934
380.20,1932
380.40,1930
380.60,1931
380.80,1931
381.00,1931
381.20,1931
381.40,1931
381.60,1934
381.80,1933
382.00,1929
382.20,1930
382.40,1931
382.60,1931
382.80,1932
383.00,1930
383.20,1929
383.40,1929
383.60,1929
383.80,1932
384.00,1930
384.20,1931
384.40,1929
384.60,1927
384.80,1934
385.00,1934
385.20,1933
385.40,1931
385.60,1932
385.80,1933
386.00,1931
386.20,1933
386.40,1933
386.60,1931
386.80,1931
387.00,1930
387.20,1930
387.40,1930
387.60,1931
387.80,1933
388.00,1931
388.20,1932
388.40,1934
388.60,1931
388.80,1933
389.00,1932
389.20,1930
389.40,1931
389.60,1931
389.80,1933
390.00,1935
390.20,1933
390.40,1933
390.60,1933
390.80,1930
391.00,1933
391.20,1931
391.40,1929
391.60,1931
391.80,1933
392.00,1930
392.20,1931
392.40,1929
392.60,1930
392.80,1934
393.00,1930
393.20,1931
393.40,1932
393.60,1931
393.80,1934
394.00,1932
394.20,1933
394.40,1931
394.60,1929
394.80,1933
395.00,1933
395.20,1934
395.40,1934
395.60,1930
395.80,1931
396.00,1931
396.20,1931
396.40,1932
396.60,1934
396.80,1933
397.00,1929
397.20,1931
397.40,1930
397.60,1930
397.80,1935
398.00,1931
398.20,1931
398.40,1931
398.60,1927
398.80,1931
399.00,1931
399.20,1933
